Moisture,Texture,Crop,Nitrogen,Potassium,Phosphorus,pH,EC_dS_m,Organic_Matter_%,Iron_ppm,Zinc_ppm,Manganese_ppm,Copper_ppm,Boron_ppm
26.06,Sandy,Millets,6,13,29,6.4,1.82,2.52,4.01,0.9,3.57,0.44,0.41
31.98,Clayey,Oil seeds,7,9,26,5.96,0.91,2.26,4.61,0.88,3.22,0.27,0.39
46.5,Black,Pulses,12,17,12,6.63,1.01,2.73,5.44,1.71,3.85,0.48,0.59
42.79,Black,Tobacco,8,5,25,7.37,1.38,1.7,2.69,0.73,4.93,0.89,0.23
70.0,Red,Ground Nuts,11,0,33,5.87,1.4,1.54,3.46,0.51,3.36,0.85,0.71
20.55,Clayey,Wheat,0,16,20,6.3,1.17,2.25,5.83,1.01,3.9,0.75,0.86
54.1,Loamy,Oil seeds,38,0,0,6.15,1.04,1.79,5.95,1.24,2.72,0.2,0.78
37.37,Clayey,Maize,24,0,20,6.2,1.98,1.84,3.99,1.56,2.55,0.33,0.58
33.37,Black,Sugarcane,9,4,30,7.34,1.71,3.52,4.0,1.67,2.67,1.04,0.65
31.87,Red,Maize,3,15,19,6.6,1.1,2.58,5.53,1.5,1.64,0.47,0.22
35.36,Sandy,Oil seeds,11,0,16,6.59,1.56,2.46,3.68,1.44,2.5,1.11,0.93
40.63,Loamy,Oil seeds,41,0,0,7.09,0.83,2.99,2.97,1.5,2.11,1.07,0.65
23.02,Sandy,Ground Nuts,13,1,13,6.06,0.56,3.67,3.53,0.91,3.1,0.35,0.45
34.91,Red,Paddy,18,18,8,6.63,0.96,1.49,4.05,1.07,3.11,1.1,0.43
41.38,Sandy,Oil seeds,17,19,12,6.53,1.04,3.37,2.71,1.42,4.18,0.83,0.73
43.3,Clayey,Maize,16,10,12,6.81,0.43,2.72,4.41,0.6,3.26,0.83,0.67
40.09,Sandy,Pulses,25,2,28,7.5,1.7,1.58,5.46,0.94,3.12,1.05,0.35
66.68,Sandy,Cotton,13,0,13,7.11,0.97,1.97,4.55,1.11,2.31,0.61,0.53
43.95,Black,Sugarcane,34,0,0,6.48,1.33,2.45,2.79,1.3,4.48,0.94,0.74
47.58,Clayey,Maize,38,1,0,7.21,0.52,3.0,4.26,1.23,1.82,0.87,0.44
45.28,Black,Ground Nuts,17,0,14,6.09,0.68,1.83,5.34,1.58,4.94,0.97,0.61
31.03,Red,Sugarcane,39,3,4,5.85,1.82,2.59,2.73,1.21,3.17,0.86,0.4
40.52,Clayey,Millets,10,0,5,6.15,1.37,2.98,2.74,1.86,2.15,0.28,0.26
45.38,Red,Oil seeds,9,2,14,6.38,1.92,2.37,3.98,1.07,2.74,0.49,0.51
36.96,Black,Ground Nuts,25,0,28,6.67,2.0,3.44,3.28,1.29,1.55,1.14,0.79
31.29,Black,Cotton,12,0,39,6.85,0.99,3.46,6.24,0.5,2.08,0.42,0.37
52.06,Loamy,Pulses,12,10,26,7.35,0.88,2.42,4.83,0.97,2.67,0.67,0.8
30.09,Black,Sugarcane,36,0,2,6.67,1.77,3.73,3.65,1.8,3.44,0.56,0.74
43.97,Black,Wheat,8,3,16,6.65,2.0,1.4,5.32,1.0,1.95,0.29,0.61
41.93,Clayey,Ground Nuts,10,0,39,5.89,1.41,1.21,4.0,0.88,3.87,0.38,0.98
34.34,Black,Maize,4,5,33,5.86,1.67,2.19,3.03,1.32,4.45,0.49,0.91
38.96,Loamy,Sugarcane,8,2,32,6.74,1.65,2.76,3.45,0.62,3.5,0.66,0.65
43.12,Black,Paddy,11,0,37,6.54,0.97,2.84,5.07,1.3,2.54,1.07,0.65
43.04,Black,Barley,20,0,26,7.23,1.32,2.44,2.71,0.96,1.92,0.72,0.42
20.0,Sandy,Pulses,5,12,32,6.07,1.73,1.52,3.59,1.07,1.55,0.85,0.94
69.82,Sandy,Wheat,6,0,13,5.84,1.5,1.64,3.33,1.69,4.06,0.63,0.92
46.72,Loamy,Pulses,37,2,0,6.56,0.43,3.42,3.3,1.49,3.7,1.07,0.79
58.34,Black,Maize,11,0,17,6.2,0.94,3.46,5.23,1.17,3.17,0.86,0.3
38.61,Black,Paddy,44,0,3,5.88,0.63,2.95,5.8,1.37,1.86,0.29,0.76
46.3,Loamy,Ground Nuts,37,4,0,7.03,0.77,2.93,5.36,1.65,2.22,0.68,0.4
37.08,Black,Barley,19,1,37,5.99,1.85,2.75,5.08,1.62,4.35,1.03,0.35
47.59,Clayey,Barley,20,0,16,6.83,0.46,1.73,6.17,0.78,3.18,0.93,0.81
35.05,Red,Sugarcane,26,0,21,6.28,0.75,2.31,2.73,0.95,4.87,1.11,0.97
32.4,Black,Maize,16,11,12,6.09,0.9,3.01,3.17,1.02,5.0,0.43,0.29
33.21,Black,Wheat,17,0,35,6.45,1.39,2.6,4.16,0.78,4.3,1.18,0.33
40.81,Loamy,Tobacco,27,2,20,7.16,1.25,1.25,3.99,0.52,2.4,0.49,0.38
68.4,Loamy,Maize,43,0,0,6.47,0.75,3.68,4.17,0.76,2.31,0.25,0.97
70.0,Loamy,Paddy,12,0,33,7.08,0.66,3.4,3.33,1.71,2.39,0.7,0.76
60.83,Clayey,Maize,14,0,35,6.01,0.78,1.88,3.1,1.32,4.95,0.31,0.74
37.97,Red,Millets,40,4,0,7.11,1.2,2.8,4.54,1.01,2.67,0.88,0.6
30.0,Black,Pulses,9,4,7,6.2,0.83,3.6,6.21,1.41,3.97,1.1,0.63
33.38,Sandy,Cotton,38,2,1,6.95,1.92,1.45,4.07,1.61,4.86,1.12,0.43
24.43,Red,Ground Nuts,17,3,14,6.76,1.14,2.51,2.67,1.03,4.37,0.81,0.32
44.16,Loamy,Oil seeds,6,4,14,7.38,0.49,2.39,5.32,1.2,3.59,0.74,0.82
57.24,Clayey,Maize,30,0,2,6.46,1.57,2.27,3.66,0.6,2.09,1.19,0.58
34.68,Black,Maize,4,11,25,5.91,0.93,3.37,3.48,1.4,2.11,0.78,0.4
28.03,Clayey,Tobacco,13,0,36,5.83,1.45,2.19,3.8,1.03,3.22,1.13,0.71
34.79,Sandy,Barley,14,0,11,7.21,0.85,1.37,5.4,1.15,4.83,1.12,0.37
59.55,Black,Ground Nuts,11,4,12,6.69,1.31,1.37,5.78,1.13,4.67,0.49,0.59
44.31,Loamy,Oil seeds,37,0,0,7.12,1.64,1.31,4.85,1.45,2.08,0.21,0.35
23.61,Loamy,Paddy,37,0,3,6.2,1.88,2.26,3.79,1.36,2.51,0.64,0.81
59.0,Black,Tobacco,8,8,29,6.39,0.82,3.07,3.74,1.13,3.56,1.06,0.46
58.27,Clayey,Pulses,38,0,0,5.85,0.94,1.73,3.0,0.53,3.17,1.04,0.55
35.22,Sandy,Barley,25,0,18,7.43,1.14,2.88,6.23,1.43,1.92,0.8,0.8
28.24,Clayey,Barley,14,0,36,6.94,1.88,2.99,5.05,1.82,2.79,0.36,0.73
48.26,Sandy,Ground Nuts,24,4,22,7.39,1.84,1.86,2.61,1.65,4.84,0.31,0.52
30.4,Clayey,Barley,38,0,0,6.25,0.54,2.76,5.15,1.97,4.83,1.15,0.26
30.2,Red,Wheat,10,4,45,6.84,0.61,2.98,4.29,0.71,3.46,0.62,0.94
26.09,Sandy,Wheat,4,14,22,6.95,1.19,2.41,6.39,0.83,3.72,0.85,0.21
26.63,Black,Tobacco,13,1,34,6.34,0.57,2.08,5.78,1.31,2.28,1.11,0.79
41.17,Loamy,Sugarcane,11,12,31,7.24,0.95,2.81,3.19,0.85,4.1,1.07,0.96
29.83,Black,Cotton,9,18,24,7.41,0.64,3.74,5.38,0.55,1.68,0.77,0.45
61.83,Clayey,Oil seeds,12,1,12,7.3,1.42,2.31,4.44,1.1,2.27,0.69,0.26
24.15,Sandy,Wheat,14,15,14,7.06,1.92,2.22,3.25,0.93,1.52,0.94,0.4
52.62,Black,Sugarcane,21,4,29,6.27,1.99,2.41,5.29,0.9,2.85,0.55,0.45
40.13,Black,Millets,13,3,35,6.28,1.0,1.4,4.69,1.93,4.48,0.83,0.56
65.07,Red,Ground Nuts,9,8,32,7.44,1.36,2.64,2.62,0.86,4.94,0.22,0.62
22.56,Sandy,Cotton,7,0,37,5.82,1.77,2.05,5.09,0.69,3.84,1.02,0.78
33.19,Red,Barley,3,19,17,7.02,0.59,1.52,5.04,0.69,4.11,1.2,0.92
53.04,Black,Tobacco,12,12,32,7.0,1.5,2.41,3.08,1.71,2.42,1.15,0.57
26.34,Clayey,Wheat,15,4,12,6.86,1.05,1.21,3.9,1.57,3.32,0.56,0.8
33.27,Clayey,Maize,30,0,2,7.48,0.73,2.24,4.84,0.69,4.08,0.73,0.3
38.45,Sandy,Barley,24,0,22,6.33,1.04,1.47,3.06,0.83,3.24,0.44,0.46
27.2,Sandy,Ground Nuts,7,11,31,6.38,0.52,1.26,5.91,1.62,1.81,0.5,0.29
24.83,Sandy,Millets,6,15,12,5.93,1.51,3.34,2.61,0.91,4.09,0.66,0.75
46.69,Red,Tobacco,21,0,21,6.55,0.8,3.58,2.91,1.97,2.27,0.95,0.93
24.15,Black,Oil seeds,15,0,38,6.24,0.9,1.74,2.96,1.31,1.84,0.22,0.91
38.38,Clayey,Ground Nuts,9,8,10,6.38,0.59,2.6,4.61,0.79,3.17,0.59,0.46
51.31,Black,Barley,15,13,14,7.22,1.78,1.92,4.98,1.79,1.76,0.76,0.39
47.87,Clayey,Barley,6,11,28,7.39,1.19,2.48,4.11,0.98,3.7,0.42,0.42
49.99,Sandy,Millets,41,0,1,6.12,1.32,2.34,3.65,0.93,3.74,0.28,0.43
40.04,Loamy,Barley,17,0,19,6.43,1.31,1.9,5.74,0.99,2.4,0.74,0.27
25.81,Sandy,Barley,26,0,24,7.38,1.06,3.02,2.77,1.65,4.88,0.84,0.31
52.38,Red,Sugarcane,10,0,41,5.91,0.71,1.53,3.62,0.76,4.39,0.84,0.37
26.93,Loamy,Barley,10,1,36,5.96,1.59,1.34,2.66,1.07,1.88,0.56,0.21
67.82,Loamy,Tobacco,8,0,11,6.08,0.6,3.2,2.56,0.55,4.12,0.44,0.24
55.25,Clayey,Wheat,4,4,26,6.81,0.57,2.93,3.91,1.74,2.74,0.42,0.76
29.91,Black,Oil seeds,10,4,32,6.06,1.54,2.5,3.28,1.01,4.13,0.24,0.7
25.85,Red,Pulses,10,11,25,7.45,0.73,2.42,3.57,0.87,4.3,0.38,0.96
40.36,Loamy,Paddy,13,0,6,6.56,0.89,2.49,5.78,1.37,2.03,1.02,0.52
32.92,Clayey,Ground Nuts,8,0,8,6.65,1.16,2.34,3.15,1.56,3.82,0.2,0.56
31.96,Black,Pulses,38,1,0,6.22,1.12,2.22,5.62,1.72,4.52,0.24,0.25
51.97,Sandy,Ground Nuts,21,0,20,6.6,1.53,2.5,5.2,1.02,2.63,0.33,0.32
48.12,Black,Millets,23,0,18,6.93,1.4,2.57,3.81,1.72,1.78,0.62,0.75
39.69,Black,Sugarcane,14,1,38,7.08,1.43,3.0,4.69,1.2,1.6,0.53,0.39
53.03,Black,Millets,11,14,16,7.08,1.54,3.05,4.28,0.65,1.89,0.38,0.82
36.68,Black,Wheat,20,0,22,6.78,0.87,2.18,3.01,1.77,1.51,0.31,0.76
45.77,Red,Pulses,9,14,10,7.34,0.92,2.28,6.13,1.32,2.64,1.14,0.8
45.82,Sandy,Millets,23,4,26,7.19,1.1,2.17,4.78,1.4,2.55,1.11,0.75
26.22,Clayey,Ground Nuts,16,0,12,7.09,0.89,2.59,6.02,1.91,1.89,0.97,0.77
43.59,Black,Sugarcane,27,0,21,5.89,1.98,2.38,5.8,1.34,3.78,0.45,0.64
53.13,Black,Wheat,4,22,11,5.81,1.7,3.51,2.82,0.51,4.97,0.52,0.74
36.91,Clayey,Maize,8,20,19,6.16,0.66,3.01,3.33,1.81,4.65,0.87,0.62
31.45,Red,Millets,39,4,2,6.93,0.41,3.54,3.08,0.93,2.38,0.49,0.36
38.86,Clayey,Oil seeds,22,0,20,6.5,0.47,3.04,5.82,1.25,4.19,0.73,0.37
29.83,Red,Cotton,33,0,1,6.48,0.79,3.72,5.95,0.81,4.78,0.85,0.52
64.23,Red,Maize,13,4,8,7.3,0.58,2.85,4.61,0.95,4.67,0.72,0.21
53.98,Red,Cotton,42,1,3,7.32,1.25,3.71,2.92,1.53,4.6,0.61,0.91
39.12,Clayey,Pulses,8,10,11,7.35,1.77,1.61,3.04,1.14,4.25,0.55,0.41
34.14,Clayey,Tobacco,32,3,3,6.33,1.58,1.34,5.75,1.44,2.53,0.98,0.24
34.77,Sandy,Pulses,10,0,43,6.97,0.74,2.71,6.22,1.74,1.79,0.94,0.54
55.82,Clayey,Sugarcane,13,0,12,6.26,1.04,3.76,3.3,1.01,3.21,0.9,0.85
21.75,Loamy,Barley,39,1,0,6.12,1.21,2.29,2.54,1.35,1.69,0.57,0.52
43.79,Loamy,Tobacco,41,2,0,6.11,1.7,1.75,3.82,1.67,4.99,0.98,0.41
41.65,Black,Oil seeds,19,3,15,6.38,1.74,2.56,2.62,1.57,2.75,1.16,0.64
39.21,Sandy,Oil seeds,25,0,22,6.53,1.86,2.89,5.81,1.31,4.85,0.89,0.66
37.99,Sandy,Paddy,13,1,8,7.21,1.21,2.02,4.47,1.08,4.21,0.61,0.81
47.31,Loamy,Ground Nuts,14,14,7,6.0,1.51,3.06,5.07,1.11,2.94,1.0,0.84
40.41,Loamy,Wheat,17,0,15,7.05,0.58,3.74,4.15,1.15,1.91,0.81,0.76
69.39,Black,Sugarcane,17,0,34,6.7,1.3,3.53,3.88,1.02,2.33,1.08,0.2
66.99,Red,Paddy,19,0,22,6.29,0.8,1.96,3.39,1.55,3.86,0.91,0.2
54.57,Red,Pulses,18,0,40,6.64,1.09,2.05,5.58,0.69,4.4,0.97,0.98
22.54,Sandy,Cotton,12,6,32,6.31,1.41,2.17,5.28,1.95,4.93,0.87,0.41
68.71,Black,Sugarcane,25,0,19,6.81,0.81,2.23,3.94,1.67,1.96,0.29,0.43
35.88,Red,Pulses,39,3,1,6.54,0.48,1.46,3.78,0.95,2.05,0.69,0.79
34.69,Red,Ground Nuts,19,0,29,6.08,0.42,3.18,2.5,0.56,1.65,0.26,0.67
44.25,Loamy,Pulses,19,0,21,6.0,0.44,2.15,2.75,1.57,2.41,0.65,0.57
50.01,Red,Oil seeds,13,3,40,6.73,0.41,3.49,4.99,1.6,4.37,0.92,0.29
38.3,Clayey,Maize,17,0,12,7.33,0.58,3.61,4.56,1.95,2.19,0.62,0.27
35.89,Red,Paddy,36,2,0,6.38,0.78,1.26,4.24,0.88,3.42,0.2,0.76
35.44,Red,Oil seeds,36,3,0,7.05,0.75,3.77,5.81,0.62,3.06,0.57,0.3
44.1,Red,Ground Nuts,4,5,30,6.92,1.98,3.05,4.52,1.87,2.64,0.27,0.55
34.75,Black,Paddy,5,13,24,7.38,0.89,2.55,4.04,0.89,3.66,0.98,0.79
35.17,Loamy,Wheat,8,4,28,7.2,0.6,2.21,3.15,1.58,3.26,0.98,0.94
39.08,Red,Ground Nuts,39,4,2,6.76,1.27,2.55,5.78,0.59,2.67,1.01,0.9
30.64,Loamy,Cotton,16,4,7,6.92,1.77,2.04,4.8,1.64,3.91,0.23,0.89
20.0,Black,Barley,7,4,36,7.33,1.48,2.82,2.87,0.69,2.48,0.23,0.49
48.95,Loamy,Tobacco,22,3,28,6.48,0.87,1.44,5.1,1.54,3.75,1.1,0.94
32.68,Sandy,Sugarcane,35,0,0,6.36,1.3,2.81,4.2,1.3,4.85,0.32,0.75
55.26,Loamy,Sugarcane,36,0,1,5.82,1.54,1.92,5.75,1.93,4.05,0.87,0.91
63.08,Clayey,Maize,9,1,14,7.21,1.56,1.25,6.18,0.56,2.96,1.0,0.27
51.22,Sandy,Maize,15,0,14,7.16,1.47,2.64,4.9,0.94,4.12,0.65,0.23
37.54,Black,Wheat,11,2,37,5.98,1.79,2.7,5.43,0.6,4.33,0.75,0.54
41.32,Sandy,Cotton,36,0,0,6.78,1.79,2.31,2.73,1.82,2.64,0.43,0.86
63.34,Sandy,Barley,7,9,28,6.59,1.33,1.39,4.74,1.39,3.97,1.12,0.53
43.94,Red,Wheat,40,0,0,6.0,1.09,3.52,5.52,1.3,3.02,0.5,0.91
34.34,Loamy,Millets,19,0,34,7.47,1.43,2.79,4.49,0.7,4.36,0.42,0.39
33.1,Red,Pulses,10,8,33,6.16,1.71,1.5,4.87,1.23,2.53,0.73,0.23
42.05,Red,Maize,39,3,0,5.91,0.41,2.53,6.1,1.1,4.78,0.39,0.81
53.39,Red,Millets,37,4,0,6.81,1.99,2.49,3.29,0.97,3.51,0.89,0.7
23.95,Red,Pulses,31,0,0,7.06,0.69,1.36,2.89,1.66,2.74,0.72,0.55
48.69,Clayey,Oil seeds,7,13,10,5.86,1.15,2.78,5.26,0.59,2.97,0.35,0.88
53.47,Clayey,Sugarcane,3,17,18,6.92,1.8,3.3,5.79,1.47,2.72,0.27,0.86
70.0,Black,Ground Nuts,8,12,10,6.7,0.76,3.15,5.9,1.73,2.01,0.34,0.46
39.94,Sandy,Tobacco,8,18,10,5.98,1.16,1.73,5.07,1.86,1.74,0.34,0.87
51.36,Black,Barley,8,0,33,6.09,0.61,3.44,5.83,1.62,2.63,0.51,0.48
33.57,Sandy,Wheat,11,0,16,6.77,1.03,2.09,5.3,0.92,3.11,1.03,0.7
38.52,Sandy,Cotton,41,0,0,6.3,0.68,3.66,2.85,1.4,2.77,0.26,0.35
55.57,Black,Millets,7,15,14,7.4,0.98,1.39,5.55,0.71,1.55,0.33,0.41
37.12,Black,Ground Nuts,40,0,0,7.19,1.0,2.46,3.22,0.68,3.53,0.5,0.56
59.3,Clayey,Millets,12,0,30,7.47,1.99,2.75,3.45,1.46,2.01,0.75,0.45
43.6,Loamy,Oil seeds,12,4,15,6.24,1.99,1.84,4.08,1.78,2.24,0.96,0.3
60.75,Red,Tobacco,19,4,39,7.45,0.58,3.21,3.76,0.6,1.92,1.12,0.59
36.56,Clayey,Ground Nuts,8,1,10,6.53,1.56,2.83,3.79,0.66,3.32,0.61,0.61
20.1,Black,Maize,10,1,41,6.39,0.48,1.25,3.18,1.35,1.83,0.31,0.33
36.1,Sandy,Tobacco,36,4,0,5.89,0.45,2.78,3.68,0.83,2.4,0.41,0.34
70.0,Red,Oil seeds,16,2,41,5.89,0.57,2.48,2.58,1.42,3.08,0.49,0.22
60.47,Clayey,Millets,32,0,2,6.98,1.94,1.71,4.39,0.82,2.09,0.99,0.22
57.63,Loamy,Maize,8,9,26,6.58,1.91,3.79,5.57,0.67,3.06,0.89,0.49
34.37,Black,Tobacco,9,2,10,6.19,0.71,3.53,5.95,1.32,2.7,0.41,0.32
65.13,Sandy,Barley,9,8,19,6.84,0.66,1.96,5.78,1.79,4.51,1.04,0.94
38.37,Loamy,Tobacco,11,4,36,6.23,0.78,2.61,4.17,1.53,4.28,1.06,0.36
38.41,Red,Millets,26,0,17,6.78,1.22,2.02,5.42,1.73,4.97,1.08,0.25
29.0,Red,Ground Nuts,36,0,0,6.41,1.31,3.22,3.65,0.9,3.35,0.48,0.52
59.01,Clayey,Ground Nuts,41,0,1,7.2,0.75,3.62,2.72,1.83,3.51,0.33,0.35
67.57,Black,Oil seeds,11,1,5,7.2,1.61,2.13,5.2,1.07,4.81,0.3,0.25
35.3,Sandy,Millets,10,9,19,6.61,0.9,3.29,5.1,1.78,2.9,0.6,0.8
48.08,Loamy,Millets,0,16,15,6.4,1.88,2.5,5.71,1.21,3.44,0.63,0.65
59.4,Sandy,Maize,9,13,35,6.42,1.45,2.23,4.96,0.9,2.83,1.07,0.25
37.0,Clayey,Millets,26,1,23,7.17,1.1,3.64,3.13,0.89,3.41,0.47,0.57
30.72,Black,Millets,36,0,3,6.36,1.66,2.53,5.91,1.35,1.78,0.83,0.23
37.96,Red,Barley,16,8,9,6.16,1.71,2.42,5.01,0.62,4.24,0.99,0.48
57.84,Black,Oil seeds,26,1,14,5.94,0.86,2.95,5.73,1.9,4.95,0.47,0.49
60.05,Clayey,Barley,17,0,32,6.59,0.94,1.88,5.6,0.91,1.73,0.47,0.86
33.33,Sandy,Cotton,11,16,22,6.62,1.9,2.04,3.69,1.0,4.3,0.87,0.79
29.68,Red,Sugarcane,13,14,10,7.23,0.66,3.62,2.8,0.85,2.35,0.93,0.92
61.54,Loamy,Sugarcane,15,0,43,6.18,0.47,2.96,3.21,0.5,2.19,1.16,0.31
62.2,Black,Sugarcane,13,0,11,6.45,1.13,3.35,2.87,1.54,3.93,1.05,0.63
64.77,Black,Pulses,40,0,2,7.17,1.68,1.9,3.47,1.39,1.65,1.02,0.22
53.43,Loamy,Ground Nuts,8,14,22,7.2,1.63,2.61,4.34,1.71,3.12,0.89,0.86
35.9,Red,Oil seeds,42,0,0,6.45,1.87,3.73,6.13,0.56,1.51,0.32,0.49
43.37,Black,Pulses,13,0,36,6.58,1.25,2.03,5.99,1.89,3.44,1.01,0.26
37.24,Sandy,Sugarcane,12,2,37,6.32,0.56,1.62,5.37,1.0,3.12,1.14,0.46
59.76,Sandy,Barley,41,0,1,7.39,1.34,2.53,2.6,1.87,4.7,0.59,0.43
36.77,Red,Cotton,28,0,19,6.0,1.65,2.21,3.87,0.66,4.02,0.51,0.81
41.49,Loamy,Pulses,45,2,3,7.39,0.55,1.61,5.23,1.62,1.94,0.72,0.3
45.98,Loamy,Tobacco,35,0,0,6.96,0.68,3.51,3.02,1.37,2.74,1.16,0.64
43.66,Loamy,Cotton,14,4,27,6.7,0.42,3.78,5.7,1.04,4.76,0.25,0.84
35.29,Sandy,Paddy,9,4,9,5.86,1.35,2.68,6.16,0.62,4.04,0.91,0.79
39.73,Red,Barley,14,3,37,6.61,1.82,3.21,3.92,1.41,3.58,1.01,0.95
41.89,Loamy,Barley,22,1,18,6.49,1.47,3.43,5.32,0.54,3.46,0.99,0.2
42.81,Black,Paddy,6,0,18,6.07,1.97,3.02,3.09,1.25,2.89,0.77,0.48
30.4,Black,Ground Nuts,19,0,25,6.92,0.5,1.31,5.26,1.41,3.55,1.12,0.5
36.25,Black,Maize,38,2,0,7.45,1.84,1.61,2.59,1.6,4.2,0.33,0.23
42.96,Black,Pulses,43,0,0,6.76,1.7,1.38,3.1,1.99,1.95,0.45,0.85
31.73,Sandy,Tobacco,16,0,8,7.02,0.9,1.23,5.34,0.89,4.89,0.51,0.75
62.65,Clayey,Ground Nuts,7,3,13,5.92,1.96,2.0,5.35,0.98,2.34,0.21,0.62
37.89,Sandy,Maize,26,4,20,6.51,0.86,2.22,5.06,1.01,3.07,0.57,0.52
54.89,Black,Barley,5,11,32,6.0,1.82,1.83,4.41,1.6,1.58,0.36,0.92
55.06,Red,Millets,27,0,21,6.84,1.81,1.37,5.2,1.9,3.43,0.92,0.41
46.31,Sandy,Pulses,9,14,16,7.4,1.61,2.58,5.6,1.96,2.84,0.61,0.47
61.93,Red,Paddy,40,0,2,6.93,1.3,1.91,6.37,1.92,2.37,0.9,0.96
41.45,Loamy,Tobacco,10,0,45,5.93,0.59,3.27,6.05,1.82,4.95,0.49,0.25
46.92,Loamy,Pulses,9,4,39,6.4,1.25,1.22,5.68,1.99,3.0,0.33,0.82
26.74,Black,Cotton,14,1,38,6.74,0.97,3.39,5.28,1.06,2.95,0.33,0.77
48.5,Clayey,Wheat,15,13,12,6.49,1.67,3.68,4.8,1.92,3.12,0.4,0.92
51.83,Sandy,Millets,20,1,15,7.22,1.61,3.06,2.98,1.64,1.91,0.32,0.27
37.93,Clayey,Tobacco,13,10,20,7.18,1.86,3.11,3.16,0.75,2.88,0.42,0.98
33.72,Loamy,Ground Nuts,36,0,3,6.84,0.42,3.63,5.78,0.57,2.68,0.78,0.22
54.41,Black,Millets,8,0,11,6.43,1.69,1.74,5.71,0.82,3.13,0.46,0.47
38.73,Sandy,Sugarcane,27,0,17,6.23,1.9,3.79,4.96,1.67,4.5,0.54,0.27
34.07,Loamy,Cotton,10,20,20,5.98,1.66,3.21,4.26,1.45,2.17,0.25,0.24
22.0,Clayey,Wheat,17,3,40,6.4,0.61,3.09,2.6,0.84,3.63,1.09,0.97
28.28,Red,Maize,23,0,20,6.5,0.53,2.14,3.81,1.61,1.63,0.34,0.78
22.5,Red,Sugarcane,11,0,7,6.95,0.43,2.62,4.18,0.71,2.61,0.55,0.6
20.63,Black,Maize,16,1,15,6.92,1.41,2.9,4.44,1.73,3.15,0.58,0.29
20.0,Sandy,Paddy,4,5,25,5.92,1.41,2.81,6.22,1.69,1.76,0.97,0.62
39.99,Clayey,Barley,13,0,43,6.47,1.98,3.03,2.93,1.96,3.4,0.68,0.46
56.74,Clayey,Cotton,35,0,0,6.11,1.04,1.41,4.58,0.73,2.59,0.58,0.42
28.54,Red,Maize,7,1,18,6.07,0.93,2.12,3.97,1.86,4.97,0.9,0.69
42.92,Red,Pulses,23,0,19,7.21,1.4,2.33,6.46,1.01,3.71,0.8,0.83
46.51,Red,Sugarcane,9,22,21,5.87,1.72,1.88,5.95,1.12,2.35,0.28,0.55
31.32,Loamy,Sugarcane,25,0,21,6.51,1.9,1.65,4.26,1.2,1.86,0.51,0.59
63.49,Loamy,Cotton,36,4,0,6.09,1.68,1.56,6.5,1.44,1.64,1.18,0.72
49.6,Black,Millets,14,1,6,7.29,1.08,2.15,4.56,1.99,1.82,0.68,0.3
59.07,Sandy,Oil seeds,40,0,3,6.75,1.42,2.48,3.17,1.4,3.88,0.62,0.86
58.41,Red,Maize,12,8,18,6.19,1.77,1.36,4.72,1.89,4.49,0.35,0.87
34.52,Clayey,Cotton,11,0,43,6.65,1.18,3.66,3.4,0.88,2.05,1.04,0.63
47.46,Black,Wheat,7,0,34,7.04,0.75,3.19,5.05,1.1,2.91,0.33,0.35
39.37,Loamy,Paddy,37,0,0,7.43,0.67,3.1,6.25,1.26,2.74,0.31,0.6
52.94,Clayey,Tobacco,8,0,37,6.17,0.4,1.65,5.64,0.98,3.76,0.64,0.28
40.07,Sandy,Oil seeds,39,0,0,7.31,1.55,2.77,3.59,1.97,2.14,0.64,0.81
48.79,Black,Ground Nuts,15,12,15,7.39,0.58,2.58,3.69,1.59,4.84,1.18,0.45
35.76,Sandy,Oil seeds,14,0,37,7.36,0.79,3.75,2.78,1.22,4.05,0.33,0.45
27.04,Sandy,Maize,35,1,0,6.88,0.88,3.14,3.64,1.63,4.84,0.68,0.96
50.9,Sandy,Tobacco,17,0,33,6.87,1.3,2.7,2.87,1.2,2.47,0.4,0.54
29.2,Red,Barley,36,0,0,6.49,1.04,3.41,4.5,0.53,3.56,0.9,0.83
50.94,Clayey,Paddy,22,0,16,7.08,1.48,1.6,5.33,1.31,4.06,0.59,0.71
56.62,Red,Cotton,26,0,19,6.7,0.49,1.24,5.5,1.44,3.99,0.85,0.45
67.76,Red,Pulses,16,0,37,6.95,0.6,2.99,2.74,1.97,1.57,0.54,0.3
40.66,Sandy,Wheat,7,14,24,6.53,1.2,1.46,3.86,0.56,4.99,0.76,0.84
64.77,Sandy,Cotton,7,11,30,7.04,0.94,1.5,3.65,1.27,4.75,0.67,0.81
32.08,Red,Oil seeds,8,0,34,7.2,0.87,3.14,2.92,0.65,1.92,0.57,0.34
49.81,Clayey,Cotton,24,2,24,6.05,0.51,1.9,3.95,0.72,3.4,0.74,0.4
61.68,Sandy,Cotton,8,17,14,7.22,1.83,2.83,3.7,1.42,2.6,0.58,0.81
43.94,Red,Sugarcane,13,0,37,6.72,1.51,3.59,5.04,0.85,4.58,1.01,0.99
32.28,Sandy,Ground Nuts,27,0,25,7.24,0.59,2.02,6.03,1.62,3.94,0.7,0.87
38.2,Sandy,Oil seeds,45,3,4,6.53,0.5,1.76,4.32,1.27,2.28,1.1,0.75
40.58,Black,Wheat,6,17,19,6.44,1.96,1.48,5.49,0.83,1.62,0.42,0.93
